<<<<<<< HEAD
rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1652217751013805946,,3632,,1652217750,981322369,"""atracsys""",,,0.082021522522,-0.0736473464966,1.4035670166,,-0.0826522644425,0.131297206472,-0.38122340766,0.911371691576
1652217751042356178,,3633,,1652217751,14219405,"""atracsys""",,,0.0831018371582,-0.0745498199463,1.4045534668,,-0.0859715010878,0.129981415048,-0.379041130804,0.912163118034
1652217751075310221,,3634,,1652217751,43996336,"""atracsys""",,,0.0843340530396,-0.0755928039551,1.40546728516,,-0.0890269967786,0.127321098868,-0.376316371906,0.913372607353
1652217751107966930,,3635,,1652217751,82828629,"""atracsys""",,,0.0858089523315,-0.0768016052246,1.40646813965,,-0.092386624589,0.125332849116,-0.373007820052,0.914670189035
1652217751140472749,,3636,,1652217751,112764966,"""atracsys""",,,0.0869346008301,-0.0777066192627,1.40712548828,,-0.0942616256919,0.123664199153,-0.370343966054,0.915787780317
1652217751174205300,,3637,,1652217751,142468853,"""atracsys""",,,0.0881307220459,-0.0786742401123,1.40764038086,,-0.0967904900633,0.122092933759,-0.367579675521,0.916847914708
1652217751207481965,,3638,,1652217751,172398518,"""atracsys""",,,0.0894289627075,-0.0796790008545,1.40803845215,,-0.0985762414221,0.120271606765,-0.364589925083,0.918091309054
1652217751240384971,,3639,,1652217751,214132409,"""atracsys""",,,0.090840423584,-0.0804644851685,1.40792492676,,-0.0990119480648,0.118173975217,-0.362882254772,0.918992935171
1652217751272399167,,3640,,1652217751,243962636,"""atracsys""",,,0.0916978988647,-0.0808894805908,1.40759020996,,-0.0983792289247,0.117398909669,-0.362295074457,0.919391811117
1652217751308084136,,3641,,1652217751,274029614,"""atracsys""",,,0.0927841033936,-0.0816381607056,1.40747119141,,-0.100229664235,0.115361383486,-0.361326494718,0.919830924585
1652217751339920891,,3642,,1652217751,315910439,"""atracsys""",,,0.0943779373169,-0.0825897369385,1.40711535645,,-0.101599528958,0.111929632102,-0.361203154967,0.920153016631
1652217751373659594,,3643,,1652217751,345457531,"""atracsys""",,,0.0954718017578,-0.08300365448,1.40668322754,,-0.10228143071,0.109442271586,-0.361866178795,0.920116170256
1652217751406269803,,3644,,1652217751,375367723,"""atracsys""",,,0.0967435073853,-0.0831143417358,1.40596008301,,-0.101314835822,0.107282008356,-0.361292258978,0.920702871902
1652217751440320677,,3645,,1652217751,414145194,"""atracsys""",,,0.0985865478516,-0.0830185394287,1.40479736328,,-0.0986191876545,0.105013213737,-0.35819814663,0.922464399594
